month,state,handgun,long_gun,other,multiple,year
7,delaware,1417.0,1000.0,71.0,60,2017
7,florida,47430.0,18941.0,2975.0,1844,2017
7,georgia,10685.0,6166.0,365.0,400,2017
7,hawaii,0.0,0.0,0.0,0,2017
7,idaho,2887.0,3276.0,191.0,149,2017
7,illinois,18417.0,9895.0,0.0,765,2017
7,indiana,15385.0,9995.0,950.0,584,2017
7,iowa,94.0,1649.0,22.0,4,2017
7,kansas,4636.0,3914.0,325.0,278,2017
7,kentucky,7236.0,5118.0,241.0,419,2017
7,louisiana,9420.0,5992.0,663.0,575,2017
7,maine,2695.0,2259.0,144.0,122,2017
7,maryland,3710.0,3922.0,172.0,18,2017
7,massachusetts,4034.0,2150.0,332.0,118,2017
7,michigan,9305.0,7687.0,339.0,208,2017
7,minnesota,5181.0,7734.0,430.0,245,2017
7,mississippi,5961.0,3980.0,247.0,320,2017
7,missouri,16151.0,11098.0,1013.0,857,2017
7,montana,2307.0,3168.0,137.0,156,2017
7,nebraska,97.0,1204.0,10.0,0,2017
7,nevada,3647.0,1962.0,219.0,223,2017
7,new_hampshire,4228.0,2427.0,128.0,4,2017
7,new_jersey,4351.0,2519.0,164.0,0,2017
7,new_mexico,4834.0,3254.0,361.0,228,2017
7,new_york,9212.0,11301.0,879.0,170,2017
7,north_carolina,1059.0,9316.0,551.0,180,2017
7,north_dakota,1286.0,2030.0,85.0,62,2017
7,ohio,20990.0,14131.0,1227.0,959,2017
7,oklahoma,9377.0,6698.0,882.0,668,2017
7,oregon,11160.0,7877.0,0.0,1,2017
7,pennsylvania,37329.0,11694.0,159.0,0,2017
7,rhode_island,836.0,593.0,64.0,129,2017
7,south_carolina,7458.0,4622.0,405.0,327,2017
7,south_dakota,1926.0,2355.0,200.0,99,2017
7,tennessee,20279.0,11425.0,1125.0,0,2017
7,texas,36913.0,27245.0,2653.0,2193,2017
7,utah,2562.0,2546.0,202.0,0,2017
7,vermont,1127.0,1012.0,87.0,47,2017
7,virginia,20688.0,13381.0,971.0,0,2017
7,washington,12872.0,8636.0,1503.0,565,2017
7,west_virginia,4860.0,4535.0,231.0,328,2017
7,wisconsin,11537.0,9946.0,585.0,44,2017
7,wyoming,1231.0,1395.0,82.0,77,2017
6,alabama,8275.0,4782.0,254.0,334,2017
6,alaska,2909.0,2254.0,225.0,190,2017
6,arizona,11507.0,6726.0,947.0,606,2017
6,arkansas,5634.0,4070.0,190.0,292,2017
6,california,42726.0,23807.0,2763.0,0,2017
6,colorado,17781.0,11298.0,1151.0,1038,2017
6,connecticut,6203.0,1765.0,243.0,0,2017
6,delaware,1724.0,1082.0,74.0,66,2017
6,florida,52114.0,19380.0,3260.0,2012,2017
6,georgia,13617.0,6474.0,394.0,497,2017
6,hawaii,0.0,0.0,0.0,0,2017
6,idaho,3645.0,3698.0,184.0,184,2017
6,illinois,21394.0,9491.0,0.0,790,2017
6,indiana,18351.0,9706.0,1093.0,528,2017
6,iowa,98.0,1641.0,36.0,3,2017
6,kansas,5625.0,3788.0,355.0,280,2017
6,kentucky,8765.0,5223.0,265.0,469,2017
6,louisiana,11706.0,6324.0,859.0,540,2017
6,maine,3064.0,2188.0,210.0,155,2017
6,maryland,3968.0,3963.0,250.0,19,2017
6,massachusetts,5612.0,2287.0,329.0,149,2017
6,michigan,11170.0,7578.0,463.0,200,2017
6,minnesota,6258.0,7505.0,515.0,286,2017
6,mississippi,7987.0,4029.0,268.0,382,2017
6,missouri,19459.0,11470.0,1200.0,935,2017
6,montana,3026.0,3727.0,162.0,212,2017
6,nebraska,99.0,1261.0,22.0,2,2017
6,nevada,4449.0,2337.0,242.0,219,2017
6,new_hampshire,4836.0,2412.0,164.0,2,2017
6,new_jersey,5022.0,2586.0,182.0,0,2017
6,new_mexico,5152.0,3486.0,421.0,261,2017
6,new_york,10784.0,11309.0,921.0,196,2017
6,north_carolina,1581.0,9570.0,558.0,228,2017
6,north_dakota,1426.0,1942.0,97.0,59,2017
6,ohio,23703.0,13536.0,1324.0,973,2017
6,oklahoma,11872.0,7459.0,942.0,778,2017
6,oregon,13632.0,9218.0,0.0,1,2017
6,pennsylvania,41408.0,11117.0,200.0,0,2017
6,rhode_island,1053.0,592.0,65.0,151,2017
6,south_carolina,11431.0,4533.0,473.0,445,2017
6,south_dakota,2215.0,2458.0,244.0,142,2017
6,tennessee,23369.0,11558.0,1237.0,0,2017
6,texas,48895.0,29119.0,3000.0,2307,2017
6,utah,3307.0,2989.0,208.0,0,2017
6,vermont,1296.0,973.0,71.0,41,2017
6,virginia,22416.0,12706.0,959.0,0,2017
6,washington,16674.0,9805.0,1694.0,604,2017
6,west_virginia,5409.0,4165.0,229.0,328,2017
6,wisconsin,13463.0,9959.0,640.0,41,2017
6,wyoming,1520.0,1544.0,107.0,85,2017
5,alabama,7198.0,4559.0,254.0,309,2017
5,alaska,2851.0,2459.0,216.0,170,2017
5,arizona,12002.0,6555.0,951.0,621,2017
5,arkansas,5181.0,3981.0,217.0,275,2017
5,california,42442.0,24495.0,2760.0,0,2017
5,colorado,17085.0,11165.0,1102.0,988,2017
5,connecticut,5951.0,1862.0,222.0,0,2017
5,delaware,1752.0,1087.0,69.0,72,2017
5,florida,49700.0,18476.0,3001.0,1907,2017
5,georgia,12163.0,6211.0,406.0,442,2017
5,hawaii,0.0,0.0,0.0,0,2017
5,idaho,3267.0,3699.0,194.0,181,2017
5,illinois,22244.0,9252.0,0.0,774,2017
5,indiana,18110.0,9483.0,1060.0,618,2017
5,iowa,196.0,1759.0,53.0,3,2017
5,kansas,5022.0,3818.0,369.0,295,2017
5,kentucky,8690.0,5378.0,223.0,433,2017
5,louisiana,10362.0,6302.0,731.0,544,2017
5,maine,3236.0,2540.0,224.0,184,2017
5,maryland,4539.0,4244.0,212.0,30,2017
5,massachusetts,5100.0,2526.0,359.0,164,2017
5,michigan,10483.0,7055.0,402.0,191,2017
5,minnesota,7916.0,7597.0,631.0,327,2017
5,mississippi,7002.0,3938.0,277.0,326,2017
5,missouri,18290.0,11468.0,1067.0,857,2017
5,montana,2660.0,3762.0,170.0,199,2017
5,nebraska,109.0,1256.0,23.0,5,2017
5,nevada,4630.0,2288.0,242.0,234,2017
5,new_hampshire,4614.0,2472.0,158.0,5,2017
5,new_jersey,5569.0,2931.0,194.0,0,2017
5,new_mexico,5204.0,3381.0,394.0,263,2017
5,new_york,11633.0,12857.0,957.0,183,2017
5,north_carolina,1363.0,9129.0,673.0,206,2017
5,north_dakota,1413.0,1866.0,95.0,57,2017
5,ohio,25230.0,12924.0,1375.0,1059,2017
5,oklahoma,10599.0,7270.0,897.0,728,2017
5,oregon,13261.0,9115.0,0.0,3,2017
5,pennsylvania,42646.0,11123.0,157.0,0,2017
5,rhode_island,1048.0,541.0,82.0,182,2017
5,south_carolina,9258.0,4234.0,494.0,617,2017
5,south_dakota,2369.0,2578.0,253.0,145,2017
5,tennessee,22198.0,10745.0,1187.0,0,2017
5,texas,42366.0,27991.0,2991.0,2226,2017
5,utah,3204.0,3144.0,214.0,0,2017
5,vermont,1306.0,1132.0,83.0,49,2017
5,virginia,21697.0,12181.0,969.0,0,2017
5,washington,15915.0,9682.0,1617.0,584,2017
5,west_virginia,5818.0,4329.0,262.0,321,2017
5,wisconsin,14070.0,9467.0,709.0,58,2017
5,wyoming,1589.0,1578.0,101.0,91,2017
4,alabama,7131.0,4724.0,229.0,261,2017
4,alaska,2997.0,2840.0,221.0,233,2017
4,arizona,13302.0,7485.0,1109.0,658,2017
4,arkansas,5670.0,4226.0,191.0,287,2017
4,california,45182.0,24898.0,3104.0,0,2017
4,colorado,19453.0,12407.0,1268.0,1068,2017
4,connecticut,6557.0,2063.0,178.0,0,2017
4,delaware,2017.0,1249.0,90.0,89,2017
4,florida,52889.0,19489.0,3290.0,1840,2017
4,georgia,13202.0,6567.0,463.0,421,2017
4,hawaii,0.0,0.0,0.0,0,2017
4,idaho,3874.0,4039.0,196.0,160,2017
4,illinois,25414.0,10416.0,0.0,845,2017
4,indiana,21454.0,11390.0,1158.0,677,2017
4,iowa,252.0,2348.0,56.0,3,2017
4,kansas,5901.0,4435.0,402.0,308,2017
4,kentucky,9858.0,6519.0,257.0,433,2017
4,louisiana,10551.0,6161.0,797.0,492,2017
4,maine,3816.0,3073.0,242.0,183,2017
4,maryland,4435.0,5128.0,227.0,24,2017
4,massachusetts,6540.0,2717.0,411.0,194,2017
4,michigan,12478.0,9139.0,524.0,246,2017
4,minnesota,13074.0,12144.0,885.0,540,2017
4,mississippi,7952.0,4359.0,245.0,294,2017
4,missouri,20328.0,14124.0,1233.0,998,2017
4,montana,3014.0,4246.0,162.0,219,2017
4,nebraska,126.0,1648.0,15.0,4,2017
4,nevada,4890.0,2747.0,243.0,287,2017
4,new_hampshire,5658.0,3121.0,165.0,9,2017
4,new_jersey,5722.0,3201.0,196.0,0,2017
4,new_mexico,5665.0,4023.0,502.0,267,2017
4,new_york,11913.0,14591.0,1111.0,204,2017
4,north_carolina,1471.0,9870.0,678.0,185,2017
4,north_dakota,2209.0,2492.0,107.0,99,2017
4,ohio,31417.0,16030.0,1580.0,1209,2017
4,oklahoma,13317.0,9111.0,1159.0,862,2017
4,oregon,15122.0,10896.0,0.0,2,2017
4,pennsylvania,48255.0,11877.0,97.0,0,2017
4,rhode_island,1146.0,673.0,82.0,200,2017
4,south_carolina,9548.0,4420.0,515.0,1159,2017
4,south_dakota,2896.0,3008.0,308.0,148,2017
4,tennessee,23031.0,11521.0,1164.0,0,2017
4,texas,44994.0,28015.0,3098.0,2442,2017
4,utah,3917.0,3302.0,226.0,0,2017
4,vermont,1855.0,1720.0,124.0,105,2017
4,virginia,29480.0,16844.0,1227.0,0,2017
4,washington,17120.0,10659.0,1750.0,630,2017
4,west_virginia,6723.0,5263.0,257.0,365,2017
4,wisconsin,16700.0,13302.0,873.0,46,2017
4,wyoming,1633.0,1711.0,108.0,85,2017
3,alabama,10603.0,6951.0,313.0,387,2017
3,alaska,3067.0,2640.0,242.0,184,2017
3,arizona,14897.0,9036.0,1120.0,738,2017
3,arkansas,7907.0,6010.0,281.0,454,2017
3,california,48732.0,27839.0,3032.0,0,2017
3,colorado,21249.0,14378.0,1528.0,1181,2017
3,connecticut,7476.0,2551.0,182.0,0,2017
3,delaware,2557.0,1677.0,95.0,110,2017
3,florida,60787.0,23982.0,3609.0,2176,2017
3,georgia,19256.0,9518.0,533.0,676,2017
3,hawaii,0.0,0.0,0.0,0,2017
3,idaho,4500.0,4944.0,289.0,243,2017
3,illinois,30518.0,14411.0,0.0,1207,2017
3,indiana,28593.0,14363.0,1575.0,793,2017
3,iowa,316.0,3137.0,62.0,4,2017
3,kansas,7712.0,5522.0,558.0,360,2017
3,kentucky,13769.0,8992.0,347.0,645,2017
3,louisiana,13973.0,8092.0,988.0,762,2017
3,maine,4558.0,3286.0,305.0,197,2017
3,maryland,5398.0,5737.0,292.0,21,2017
3,massachusetts,7274.0,3421.0,464.0,185,2017
3,michigan,16031.0,11103.0,617.0,273,2017
3,minnesota,14029.0,12988.0,1131.0,518,2017
3,mississippi,11586.0,6508.0,344.0,465,2017
3,missouri,27625.0,17931.0,1537.0,1286,2017
3,montana,3615.0,4584.0,299.0,281,2017
3,nebraska,176.0,1984.0,24.0,7,2017
3,nevada,6038.0,3219.0,298.0,301,2017
3,new_hampshire,7278.0,3462.0,227.0,3,2017
3,new_jersey,6871.0,3864.0,258.0,0,2017
3,new_mexico,6752.0,4571.0,524.0,374,2017
3,new_york,12788.0,15591.0,1245.0,204,2017
3,north_carolina,1669.0,13837.0,875.0,261,2017
3,north_dakota,2013.0,2371.0,124.0,70,2017
3,ohio,37474.0,19925.0,2384.0,1481,2017
3,oklahoma,14157.0,10065.0,1118.0,977,2017
3,oregon,17177.0,13521.0,0.0,0,2017
3,pennsylvania,61207.0,15836.0,86.0,0,2017
3,rhode_island,1424.0,791.0,83.0,223,2017
3,south_carolina,13284.0,6749.0,680.0,691,2017
3,south_dakota,3361.0,3686.0,342.0,238,2017
3,tennessee,29369.0,15922.0,1526.0,0,2017
3,texas,55983.0,34308.0,3702.0,2846,2017
3,utah,4401.0,4010.0,284.0,0,2017
3,vermont,2007.0,1793.0,125.0,109,2017
3,virginia,29873.0,17754.0,1193.0,0,2017
3,washington,20308.0,12740.0,2224.0,735,2017
3,west_virginia,8887.0,6616.0,324.0,523,2017
3,wisconsin,19864.0,16763.0,1105.0,41,2017
3,wyoming,2017.0,2038.0,134.0,124,2017
2,alabama,10739.0,7028.0,291.0,505,2017
2,alaska,2857.0,2102.0,191.0,180,2017
2,arizona,15642.0,8881.0,984.0,821,2017
2,arkansas,7974.0,5938.0,237.0,590,2017
2,california,44363.0,24987.0,2898.0,0,2017
2,colorado,20958.0,13477.0,1235.0,1240,2017
2,connecticut,6445.0,2187.0,138.0,0,2017
2,delaware,2342.0,1663.0,64.0,102,2017
2,florida,59201.0,23479.0,2928.0,2187,2017
2,georgia,19007.0,9334.0,454.0,863,2017
2,hawaii,0.0,0.0,0.0,0,2017
2,idaho,4051.0,3904.0,230.0,227,2017
2,illinois,27418.0,12635.0,0.0,1002,2017
2,indiana,27343.0,13221.0,1288.0,814,2017
2,iowa,318.0,2403.0,34.0,12,2017
2,kansas,8082.0,5501.0,511.0,430,2017
2,kentucky,14975.0,8636.0,253.0,1044,2017
2,louisiana,12698.0,7601.0,846.0,668,2017
2,maine,3758.0,2544.0,227.0,169,2017
2,maryland,4925.0,5534.0,213.0,45,2017
2,massachusetts,6280.0,2901.0,404.0,156,2017
2,michigan,15564.0,9804.0,553.0,263,2017
2,minnesota,12047.0,9641.0,791.0,375,2017
2,mississippi,11285.0,6045.0,279.0,580,2017
2,missouri,26726.0,16012.0,1393.0,1477,2017
2,montana,2912.0,3429.0,177.0,309,2017
2,nebraska,171.0,1937.0,19.0,6,2017
2,nevada,5644.0,2732.0,301.0,308,2017
2,new_hampshire,6092.0,3098.0,156.0,2,2017
2,new_jersey,5904.0,3481.0,216.0,0,2017
2,new_mexico,7032.0,4632.0,400.0,509,2017
2,new_york,11465.0,14080.0,1128.0,179,2017
2,north_carolina,1410.0,13488.0,780.0,415,2017
2,north_dakota,1807.0,2213.0,83.0,77,2017
2,ohio,36244.0,18068.0,2030.0,1583,2017
2,oklahoma,14051.0,9769.0,933.0,1211,2017
2,oregon,16425.0,11726.0,0.0,0,2017
2,pennsylvania,54107.0,12734.0,37.0,0,2017
2,rhode_island,1278.0,731.0,94.0,209,2017
2,south_carolina,12510.0,6324.0,637.0,2679,2017
2,south_dakota,3569.0,3533.0,287.0,170,2017
2,tennessee,31982.0,16425.0,1559.0,0,2017
2,texas,56786.0,33238.0,3083.0,3523,2017
2,utah,4371.0,4252.0,262.0,0,2017
2,vermont,1885.0,1538.0,104.0,59,2017
2,virginia,28434.0,16587.0,1170.0,0,2017
2,washington,18785.0,11860.0,2185.0,842,2017
2,west_virginia,8917.0,6203.0,281.0,668,2017
2,wisconsin,18147.0,12247.0,858.0,57,2017
2,wyoming,1839.0,1646.0,123.0,113,2017
1,alabama,6770.0,6572.0,301.0,278,2017
1,alaska,2028.0,1631.0,187.0,127,2017
1,arizona,12108.0,7353.0,951.0,550,2017
1,arkansas,5174.0,5278.0,242.0,313,2017
1,california,41516.0,22686.0,2898.0,0,2017
1,colorado,17189.0,11864.0,1128.0,982,2017
1,connecticut,6133.0,2115.0,118.0,0,2017
1,delaware,1815.0,1466.0,81.0,57,2017
1,florida,51599.0,21867.0,3129.0,1816,2017
1,georgia,12519.0,7945.0,460.0,376,2017
1,hawaii,0.0,0.0,0.0,0,2017
1,idaho,2617.0,3049.0,207.0,122,2017
1,illinois,24594.0,11185.0,0.0,767,2017
1,indiana,21284.0,11456.0,1261.0,607,2017
1,iowa,180.0,2015.0,40.0,4,2017
1,kansas,5798.0,4969.0,434.0,262,2017
1,kentucky,9743.0,6700.0,292.0,397,2017
1,louisiana,10709.0,8701.0,819.0,472,2017
1,maine,3094.0,2447.0,260.0,142,2017
1,maryland,4456.0,5254.0,185.0,24,2017
1,massachusetts,6069.0,2871.0,379.0,154,2017
1,michigan,10181.0,7490.0,527.0,154,2017
1,minnesota,9389.0,7266.0,851.0,319,2017
1,mississippi,6805.0,5592.0,298.0,248,2017
1,missouri,20123.0,13512.0,1257.0,857,2017
1,montana,2015.0,2748.0,172.0,139,2017
1,nebraska,141.0,1673.0,26.0,3,2017
1,nevada,4235.0,2361.0,279.0,226,2017
1,new_hampshire,5332.0,2836.0,142.0,6,2017
1,new_jersey,5719.0,3355.0,200.0,0,2017
1,new_mexico,4781.0,3641.0,394.0,233,2017
1,new_york,11059.0,13412.0,1062.0,171,2017
1,north_carolina,1073.0,11218.0,802.0,188,2017
1,north_dakota,1370.0,1892.0,113.0,68,2017
1,ohio,27124.0,15070.0,1696.0,995,2017
1,oklahoma,10811.0,8883.0,1004.0,705,2017
1,oregon,12071.0,8985.0,0.0,0,2017
1,pennsylvania,44199.0,10689.0,50.0,0,2017
1,rhode_island,1196.0,687.0,78.0,160,2017
1,south_carolina,9374.0,5678.0,788.0,525,2017
1,south_dakota,2371.0,2803.0,303.0,133,2017
1,tennessee,23009.0,13583.0,1109.0,0,2017
1,texas,42697.0,31314.0,3040.0,2176,2017
1,utah,3031.0,2961.0,233.0,0,2017
1,vermont,1338.0,1214.0,74.0,60,2017
1,virginia,21375.0,14319.0,820.0,0,2017
1,washington,15595.0,9913.0,1897.0,525,2017
1,west_virginia,5837.0,4995.0,272.0,344,2017
1,wisconsin,12346.0,8888.0,758.0,29,2017
1,wyoming,1329.0,1433.0,109.0,73,2017
12,alabama,13733.0,17519.0,376.0,533,2016
12,alaska,4087.0,3698.0,243.0,191,2016
12,arizona,18024.0,13785.0,1180.0,703,2016
12,arkansas,9192.0,13433.0,277.0,385,2016
12,california,63649.0,93224.0,77929.0,0,2016
12,colorado,25905.0,21134.0,1428.0,1426,2016
12,connecticut,8003.0,3153.0,119.0,0,2016
12,delaware,2689.0,2981.0,126.0,117,2016
12,florida,69842.0,39880.0,3488.0,2595,2016
12,georgia,23875.0,22613.0,598.0,844,2016
12,hawaii,0.0,0.0,0.0,0,2016
12,idaho,5471.0,7074.0,206.0,210,2016
12,illinois,29658.0,17164.0,0.0,1031,2016
12,indiana,30248.0,21688.0,1546.0,911,2016
12,iowa,391.0,4822.0,22.0,3,2016
12,kansas,8494.0,10473.0,450.0,415,2016
12,kentucky,17311.0,16766.0,371.0,673,2016
12,louisiana,18412.0,22848.0,992.0,901,2016
12,maine,4641.0,4713.0,322.0,187,2016
12,maryland,4925.0,8870.0,211.0,33,2016
12,massachusetts,7050.0,3884.0,392.0,197,2016
12,michigan,14879.0,14328.0,550.0,245,2016
12,minnesota,12431.0,12851.0,930.0,426,2016
12,mississippi,13168.0,17231.0,366.0,529,2016
12,missouri,29770.0,27013.0,1507.0,1234,2016
12,montana,3822.0,5832.0,164.0,220,2016
12,nebraska,268.0,3697.0,27.0,6,2016
12,nevada,6783.0,4696.0,313.0,411,2016
12,new_hampshire,6625.0,4225.0,183.0,1,2016
12,new_jersey,5394.0,4979.0,204.0,0,2016
12,new_mexico,7484.0,7149.0,467.0,331,2016
12,new_york,12074.0,22585.0,1029.0,248,2016
12,north_carolina,2163.0,28023.0,907.0,285,2016
12,north_dakota,1799.0,2927.0,108.0,81,2016
12,ohio,40996.0,29641.0,1877.0,1531,2016
12,oklahoma,17990.0,19418.0,1126.0,1060,2016
12,oregon,18931.0,16010.0,0.0,0,2016
12,pennsylvania,64220.0,18688.0,40.0,0,2016
12,rhode_island,1283.0,953.0,72.0,210,2016
12,south_carolina,15600.0,14782.0,809.0,425,2016
12,south_dakota,3525.0,5131.0,299.0,220,2016
12,tennessee,36917.0,30997.0,1807.0,0,2016
12,texas,69163.0,69272.0,3641.0,3208,2016
12,utah,6428.0,9257.0,341.0,0,2016
12,vermont,1802.0,1998.0,99.0,74,2016
12,virginia,32572.0,27619.0,1308.0,0,2016
12,washington,21835.0,16484.0,1949.0,706,2016
12,west_virginia,10869.0,11628.0,338.0,543,2016
12,wisconsin,16521.0,15036.0,818.0,37,2016
12,wyoming,2540.0,2984.0,110.0,119,2016
11,alabama,10214.0,13470.0,388.0,599,2016
11,alaska,3396.0,4019.0,316.0,249,2016
11,arizona,14850.0,11994.0,1288.0,829,2016
11,arkansas,7226.0,11866.0,268.0,449,2016
11,california,56932.0,82554.0,30133.0,0,2016
11,colorado,24052.0,19794.0,1658.0,1553,2016
11,connecticut,7063.0,3258.0,135.0,0,2016
11,delaware,2490.0,2751.0,124.0,106,2016
11,florida,62351.0,35718.0,3676.0,2701,2016
11,georgia,18011.0,16759.0,556.0,803,2016
11,hawaii,0.0,0.0,0.0,0,2016
11,idaho,4711.0,6175.0,325.0,232,2016
11,illinois,28463.0,19005.0,0.0,1206,2016
11,indiana,25246.0,23336.0,1521.0,912,2016
11,iowa,399.0,5112.0,38.0,13,2016
11,kansas,8136.0,9854.0,537.0,493,2016
11,kentucky,12847.0,14844.0,329.0,640,2016
11,louisiana,14674.0,18349.0,938.0,850,2016
11,maine,4135.0,5097.0,283.0,196,2016
11,maryland,5356.0,9509.0,220.0,38,2016
11,massachusetts,7117.0,4783.0,350.0,197,2016
11,michigan,15803.0,18241.0,656.0,333,2016
11,minnesota,12338.0,15597.0,907.0,444,2016
11,mississippi,9382.0,13481.0,356.0,528,2016
11,missouri,23719.0,26338.0,1473.0,1297,2016
11,montana,3093.0,5546.0,233.0,231,2016
11,nebraska,216.0,3688.0,22.0,12,2016
11,nevada,6338.0,4291.0,352.0,436,2016
11,new_hampshire,6283.0,4822.0,237.0,4,2016
11,new_jersey,5398.0,5720.0,199.0,0,2016
11,new_mexico,6153.0,6034.0,490.0,356,2016
11,new_york,11157.0,25229.0,1245.0,248,2016
11,north_carolina,1709.0,23215.0,939.0,262,2016
11,north_dakota,1827.0,3546.0,104.0,98,2016
11,ohio,37304.0,32312.0,1977.0,1694,2016
11,oklahoma,16348.0,17019.0,1274.0,1088,2016
11,oregon,17013.0,15711.0,0.0,0,2016
11,pennsylvania,66188.0,20487.0,42.0,0,2016
11,rhode_island,1271.0,1065.0,94.0,201,2016
11,south_carolina,12839.0,11547.0,616.0,558,2016
